,Unnamed: 0,declined,valueClient,extraCost,valueResources,net,processDuration,daysOnContact,daysOnInterview,daysOnSendCV,daysOnReturn,daysOnCSchedule,daysOnCRealized,cluster
334,334,0,12000.0,0.0,4515.75,1889.4375,0,0,0,0,0,0,0,0
335,335,0,15002.4,0.0,9744.0,2497.9584,0,0,0,0,0,0,0,0
336,336,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
337,337,0,10500.0,0.0,4000.0,1568.0,0,0,0,0,0,0,0,0
338,338,0,10500.0,0.0,4000.0,1568.0,0,0,0,0,0,0,0,0
339,339,0,17976.0,0.0,11760.0,2908.416,0,0,0,0,0,0,0,0
340,340,0,12600.0,0.0,7560.0,2721.6,0,0,0,0,0,0,0,0
341,341,0,6720.0,0.0,5040.0,443.52,0,0,0,0,0,0,0,0
342,342,0,10920.0,0.0,8400.0,510.72,0,0,0,0,0,0,0,0
343,343,1,28392.0,0.0,6114.0,12774.072,0,0,0,0,0,0,0,0
344,344,0,10080.0,0.0,6720.0,1505.28,0,0,0,0,0,0,0,0
345,345,0,18984.0,0.0,12600.0,2890.9440000000004,0,0,0,0,0,0,0,0
346,346,1,13104.0,0.0,10416.0,276.86400000000003,0,0,0,0,0,0,0,0
347,347,0,25200.0,0.0,6500.0,9513.2,0,0,0,0,0,0,0,0
348,348,0,14758.8,0.0,10080.0,1963.1808,0,0,0,0,0,0,0,0
349,349,0,17000.0,0.0,6516.25,2794.375,0,0,0,0,0,0,0,0
350,350,0,9912.0,0.0,5544.0,2544.192,0,0,0,0,0,0,0,0
351,351,1,10310.16,0.0,5544.0,2869.09056,0,0,0,0,0,0,0,0
352,352,0,10920.0,0.0,8736.0,174.72,0,0,0,0,0,0,0,0
353,353,1,13440.0,0.0,5000.0,544.0,0,0,0,0,0,0,0,0
354,354,0,13440.0,0.0,7200.0,783.36,0,0,0,0,0,0,0,0
355,355,0,21840.0,0.0,10584.0,7237.44,0,0,0,0,0,0,0,0
356,356,1,12096.0,0.0,9240.0,630.336,0,0,0,0,0,0,0,0
357,357,0,15500.0,0.0,4515.75,4745.4375,0,0,0,0,0,0,0,0
358,358,0,16800.0,0.0,5600.0,761.6,0,0,0,0,0,0,0,0
359,359,0,12012.0,0.0,9240.0,561.7919999999998,0,0,0,0,0,0,0,0
360,360,0,15456.0,0.0,10752.0,1860.096,0,0,0,0,0,0,0,0
361,361,0,8358.0,0.0,7000.0,1136.688,0,0,0,0,0,0,0,0
362,362,0,12096.0,0.0,9240.0,630.336,0,0,0,0,0,0,0,0
363,363,0,5376.0,0.0,3398.64,988.176,0,0,0,0,0,0,0,0
364,364,1,17472.0,0.0,11760.0,2497.152,0,0,0,0,0,0,0,0
365,365,0,12432.0,0.0,8400.0,1744.5120000000004,0,0,0,0,0,0,0,0
366,366,0,19908.0,0.0,4652.0,749.71632,0,0,0,0,0,0,0,0
367,367,0,11642.4,0.0,8499.12,1001.0784,0,0,0,0,0,0,0,0
368,368,0,19908.0,0.0,9756.0,1572.27696,0,0,0,0,0,0,0,0
369,369,0,10000.0,0.0,4300.0,635.0,0,0,0,0,0,0,0,0
370,370,0,20059.2,0.0,3699.36,600.7168742,0,0,0,0,0,0,0,0
371,371,0,18144.0,0.0,10920.0,3885.504,0,0,0,0,0,0,0,0
372,372,0,9530.07,0.0,3500.0,1651.53712,0,0,0,0,0,0,0,0
373,373,0,15624.0,0.0,10080.0,2669.184,0,0,0,0,0,0,0,0
374,374,0,18984.0,0.0,14280.0,1210.944,0,0,0,0,0,0,0,0
375,375,0,14616.0,0.0,9240.0,2686.656,0,0,0,0,0,0,0,0
376,376,0,10259.76,0.0,4032.0,4339.96416,0,0,0,0,0,0,0,0
377,377,0,16800.0,0.0,7000.0,952.0,0,0,0,0,0,0,0,0
378,378,0,13440.0,0.0,6421.0,698.6048,0,0,0,0,0,0,0,0
379,379,0,11854.84,0.0,4500.0,1798.5494399999998,0,0,0,0,0,0,0,0
380,380,0,18312.0,0.0,11760.0,3182.592,0,0,0,0,0,0,0,0
381,381,0,19908.0,0.0,6800.0,1095.888,0,0,0,0,0,0,0,0
382,382,1,10792.32,0.0,6720.0,2086.53312,0,0,0,0,0,0,0,0
383,383,0,10792.32,0.0,7560.0,1246.5331199999996,0,0,0,0,0,0,0,0
384,384,0,18816.0,0.0,12432.0,2921.856,0,0,0,0,0,0,0,0
385,385,0,14999.04,0.0,10080.0,2159.21664,0,0,0,0,0,0,0,0
386,386,0,13776.0,0.0,9744.0,1497.216,0,0,0,0,0,0,0,0
387,387,0,15849.12,0.0,8438.64,4494.24192,0,0,0,0,0,0,0,0
388,388,0,20160.0,1533.0,10500.0,4417.56,0,0,0,0,48,0,0,1
389,389,0,13440.0,0.0,7500.0,816.0,0,0,0,0,0,0,0,0
390,390,0,10259.76,0.0,4200.0,4171.96416,0,0,0,0,0,0,0,0
391,391,0,13272.0,0.0,8904.0,1925.952,0,0,0,0,0,0,0,0
392,392,0,17304.0,0.0,12238.8,1881.264,0,0,0,0,0,0,0,0
393,393,1,10792.32,0.0,8400.0,406.53312,0,0,0,0,0,0,0,0
394,394,0,23598.96,0.0,12700.8,6555.95136,0,0,0,0,0,0,0,0
395,395,0,13440.0,0.0,5537.38,602.466944,0,0,0,0,0,0,0,0
396,396,1,0.0,0.0,9240.0,0.0,0,0,0,0,0,0,0,0
397,397,0,3500.0,0.0,1587.0,78.75,0,0,0,0,0,0,0,0
398,398,0,17640.0,0.0,11424.0,2970.24,0,0,0,0,0,0,0,0
399,399,1,19908.0,0.0,5500.0,886.38,0,0,1,0,14,13,18,1
400,400,0,3499.44,0.0,2199.12,656.42304,0,0,0,0,0,0,0,0
401,401,0,10792.32,0.0,6720.0,2086.53312,0,0,0,0,0,0,0,0
402,402,0,14132.16,0.0,9576.0,1955.84256,0,0,0,0,0,0,0,0
403,403,0,19832.4,0.0,5607.02,900.1958470000002,0,0,0,0,0,0,0,0
404,404,0,13440.0,0.0,8000.0,870.4,0,0,0,0,0,0,0,0
405,405,0,10792.32,0.0,7560.0,1246.5331199999996,0,0,0,0,0,0,0,0
406,406,1,42336.0,0.0,9500.0,18396.176,0,0,0,0,0,0,0,0
407,407,0,18480.0,0.0,8096.8,1315.12,0,0,0,0,0,0,0,0
408,408,0,19756.8,127.0,8096.8,2229.9888,0,0,0,0,0,0,0,0
409,409,0,15120.0,200.0,9240.0,2897.92,0,0,0,0,0,0,0,0
410,410,0,16800.0,0.0,1999.2,271.8912,0,0,0,0,0,0,0,0
411,411,0,14952.0,686.0,8736.0,2778.832000000001,0,0,0,0,0,0,0,0
412,412,0,14999.04,686.0,8400.0,3153.21664,0,0,0,0,0,0,0,0
413,413,0,18480.0,0.0,8904.0,1332.0384,0,0,0,0,0,0,0,0
414,414,0,13440.0,0.0,6000.0,652.8,0,0,0,0,0,0,0,0
415,415,1,11256.0,0.0,7560.0,1624.896,0,0,0,0,0,0,0,0
416,416,0,25200.0,500.0,8500.0,5613.2,0,0,0,0,0,0,0,0
417,417,0,11854.84,0.0,4500.0,1798.5494399999998,0,0,0,0,0,0,0,0
418,418,0,8568.0,500.0,3696.0,2795.488,0,0,0,0,0,0,0,0
419,419,0,23352.0,0.0,15120.0,3935.232,0,0,0,0,0,0,0,0
420,420,0,10500.0,0.0,4007.2,1555.4,0,0,0,0,0,0,0,0
421,421,0,10500.0,0.0,4007.2,1555.4,0,0,0,0,0,0,0,0
422,422,0,16800.0,0.0,10920.0,2788.8,0,0,0,0,0,0,0,0
423,423,0,17388.0,1369.2,6720.0,6099.408,0,0,0,0,0,0,0,0
424,424,0,18480.0,1506.12,5376.0,8197.56,0,0,0,0,0,0,0,0
425,425,0,15960.0,200.0,10584.0,2239.36,0,0,0,0,0,0,0,0
426,426,0,19320.0,1574.78,8400.0,5790.34,0,0,0,0,0,0,0,0
427,427,0,19656.0,0.0,13440.0,2599.2960000000007,0,0,0,0,0,0,0,0
428,428,0,15288.0,0.0,11760.0,715.008,0,0,0,0,0,0,0,0
429,429,0,19908.0,0.0,3612.13,582.1308707999998,0,0,0,0,0,0,0,0
430,430,0,19152.0,300.0,13440.0,1888.032,0,0,0,0,0,0,0,0
431,431,0,19152.0,300.0,12600.0,2728.032,0,0,0,0,0,0,0,0
432,432,0,19152.0,500.0,10080.0,5048.032,0,0,0,0,0,0,0,0
433,433,0,12600.0,0.0,8400.0,1881.6,0,0,0,0,0,0,0,0
434,434,0,10080.0,0.0,5880.0,2345.28,0,0,0,0,0,0,0,0
435,435,0,18312.0,0.0,9799.44,5143.152,0,0,0,0,0,0,0,0
436,436,0,16632.0,300.0,11928.0,1343.7120000000002,0,0,0,0,0,0,0,0
437,437,0,19152.0,300.0,13440.0,1888.032,0,0,0,0,0,0,0,0
438,438,0,25200.0,1000.0,10080.0,9483.2,0,0,0,0,0,0,0,0
439,439,0,15120.0,0.0,10584.0,1753.92,0,0,0,0,0,0,0,0
440,440,0,15326.82,225.0,6114.0,1887.88512,0,0,0,0,0,0,0,0
441,441,0,17640.0,894.0,10080.0,3420.24,0,0,0,0,0,0,0,0
442,442,0,16800.0,924.0,9240.0,3544.8,0,0,0,0,0,0,0,0
443,443,0,13776.0,0.0,10599.12,642.096,0,0,0,0,0,0,0,0
444,444,0,20059.2,0.0,10080.0,1636.83072,0,0,0,0,0,0,0,0
445,445,0,20059.2,0.0,14000.0,2273.376,0,0,0,0,0,0,0,0
446,446,0,15624.0,707.96,5500.0,2691.224,0,0,0,0,0,0,0,0
447,447,0,20160.0,0.0,14280.0,2170.56,0,0,0,0,0,0,0,0
448,448,0,21840.0,0.0,8096.8,4056.88,0,0,0,0,0,0,0,0
449,449,1,15960.0,0.0,4400.0,5323.36,0,0,0,0,0,0,0,0
450,450,0,21840.0,0.0,14500.08,3321.36,0,0,0,0,0,0,0,0
451,451,0,15120.0,0.0,8400.0,3937.92,0,0,0,0,0,0,0,0
452,452,0,13440.0,0.0,8000.16,2966.88,0,0,0,0,0,0,0,0
453,453,0,23798.88,0.0,16499.28,2920.60608,0,0,0,0,0,0,0,0
454,454,1,21840.0,0.0,10080.0,7741.44,0,0,0,0,0,0,0,0
455,455,0,18480.0,0.0,10000.0,1496.0,0,0,0,0,0,0,0,0
456,456,0,28224.0,0.0,7500.0,10280.784,0,0,0,0,0,0,0,0
457,457,0,13440.0,0.0,6000.0,652.8,0,0,0,0,0,0,0,0
458,458,0,13576.08,0.0,10080.0,998.08128,0,0,0,0,0,0,0,0
459,459,0,12600.0,0.0,9240.0,1041.6,0,0,0,0,0,0,0,0
460,460,0,13440.0,0.0,5080.0,552.7040000000002,0,0,0,0,0,0,0,0
461,461,0,4361.54,0.0,1620.0,724.01664,0,0,0,0,0,0,0,0
462,462,1,24360.0,0.0,9500.0,3727.76,0,0,0,0,0,0,0,0
463,463,0,15120.0,0.0,5040.0,616.896,0,0,0,0,0,0,0,0
464,464,1,23520.0,0.0,9000.0,3892.32,0,0,0,0,0,0,0,0
465,465,0,19824.0,0.0,12096.0,4080.384,0,0,0,0,0,0,0,0
466,466,1,19824.0,0.0,13104.0,3072.384,0,0,0,0,0,0,0,0
467,467,1,18480.0,0.0,12600.0,2479.68,0,0,0,0,0,0,0,0
468,468,0,16800.0,0.0,3000.0,408.0,0,0,0,0,0,0,0,0
469,469,0,16800.0,0.0,10998.96,2709.84,0,0,0,0,0,0,0,0
470,470,0,13440.0,0.0,4000.0,3967.04,0,0,0,0,0,0,0,0
471,471,0,22008.0,0.0,8096.8,4193.968,0,0,0,0,0,0,0,0
472,472,1,15456.0,0.0,12438.72,173.37599999999995,0,0,0,0,0,0,0,0
473,473,0,16632.0,300.0,10080.0,3191.712,0,0,0,0,0,0,0,0
474,474,0,13272.0,0.0,8232.0,2597.952,0,0,0,0,0,0,0,0
475,475,0,22680.0,0.0,15624.0,2882.88,0,0,0,0,0,0,0,0
476,476,0,17298.96,0.0,11838.96,2276.99136,0,0,0,0,0,0,0,0
477,477,0,14280.0,0.0,10080.0,1572.48,0,0,0,0,0,0,0,0
478,478,0,9554.16,0.0,7350.0,446.19456,0,0,0,0,0,0,0,0
479,479,0,12999.84,0.0,8999.76,1608.10944,0,0,0,0,0,0,0,0
480,480,0,16800.0,0.0,9000.0,1224.0,0,0,0,0,0,0,0,0
481,481,1,13440.0,0.0,6000.0,652.8,0,0,0,0,0,0,0,0
482,482,0,12936.0,0.0,8400.0,2155.776,0,0,0,0,0,0,0,0
483,483,0,16800.0,0.0,2500.0,340.0,0,0,0,0,0,0,0,0
484,484,0,14280.0,0.0,10920.0,732.48,0,0,0,0,0,0,0,0
485,485,0,4361.54,0.0,1620.0,724.01664,0,0,0,0,0,0,0,0
486,486,0,14448.0,0.0,9576.0,2213.568,0,0,0,0,0,0,0,0
487,487,1,17298.96,0.0,12238.8,1877.15136,0,0,0,0,0,0,0,0
488,488,0,13104.0,0.0,8400.0,2292.864,0,0,0,0,0,0,0,0
489,489,0,15960.0,0.0,10920.0,2103.36,0,0,0,0,0,0,0,0
490,490,0,15299.76,0.0,9500.0,2984.604160000001,0,0,0,0,0,0,0,0
491,491,0,13440.0,0.0,7500.0,816.0,0,0,0,0,0,0,0,0
492,492,0,13440.0,0.0,10080.0,887.04,0,0,0,0,0,0,0,0
493,493,0,8400.0,0.0,5000.0,340.0,0,0,0,0,0,0,0,0
494,494,1,13440.0,0.0,9240.0,1727.04,0,0,0,0,0,0,0,0
495,495,0,14196.0,0.0,10920.0,663.936,0,0,0,0,0,0,0,0
496,496,0,11793.6,0.0,9072.0,551.5776,0,0,0,0,0,0,0,0
497,497,0,7998.48,0.0,4999.68,1527.07968,0,0,0,0,0,0,0,0
498,498,0,15120.0,0.0,8400.0,3937.92,0,0,0,0,0,0,0,0
499,499,0,20059.2,0.0,10080.0,1636.83072,0,0,0,0,0,0,0,0
500,500,0,10752.0,0.0,6998.88,1774.7520000000004,0,0,0,0,0,0,0,0
501,501,0,16868.88,0.0,10080.0,3685.00608,0,0,0,0,0,0,0,0
502,502,0,21336.0,500.0,13440.0,3470.176,0,0,0,0,0,0,0,0
503,503,0,19320.0,0.0,12348.0,3417.12,0,0,0,0,0,0,0,0
504,504,0,10416.0,0.0,6400.0,2099.456,0,0,0,0,0,0,0,0
505,505,0,11575.2,0.0,8904.0,541.3632,0,0,0,0,0,0,0,0
506,506,0,16296.0,455.32,13440.0,-597.784,0,0,0,0,0,0,0,0
507,507,1,13776.0,48.13,9576.0,1617.086,0,0,0,0,0,0,0,0
508,508,0,9912.0,523.07,6048.0,1517.122,0,0,0,0,0,0,0,0
509,509,0,15120.0,738.52,9576.0,2023.4,0,0,0,0,0,0,0,0
510,510,0,26999.28,306.32,17498.88,4226.21248,0,0,0,0,0,0,0,0
511,511,0,18480.0,0.0,7800.0,1819.68,0,0,0,0,0,0,0,0
512,512,0,19320.0,495.3,13272.0,1997.82,0,0,0,0,0,0,0,0
513,513,0,18480.0,0.0,7500.0,2329.68,0,0,0,0,0,0,0,0
514,514,0,9576.0,452.13,6683.04,678.846,0,0,0,0,0,0,0,0
515,515,0,15108.82,0.0,6000.0,2128.79712,0,0,0,0,0,0,0,0
516,516,0,13576.08,0.0,8400.0,2678.08128,0,0,0,0,0,0,0,0
517,517,0,12000.24,132.95,7850.64,1808.60584,0,0,0,0,0,0,0,0
518,518,0,9912.0,523.7,6552.0,1012.492,0,0,0,0,0,0,0,0
519,519,0,5450.0,0.0,1809.36,1280.82,0,0,0,0,0,0,0,0
520,520,0,19320.0,0.0,11760.0,4005.12,0,0,0,0,0,0,0,0
521,521,0,16800.0,0.0,9000.0,1224.0,0,0,0,0,0,0,0,0
522,522,0,18144.0,786.11,11592.0,2427.394,0,0,0,0,0,0,0,0
523,523,0,17298.96,0.0,11440.0,2675.95136,0,0,0,0,0,0,0,0
524,524,0,14616.0,55.06,10080.0,1791.596,0,0,0,0,0,0,0,0
525,525,0,18480.0,0.0,9450.0,1413.72,0,0,0,0,0,0,0,0
526,526,1,14189.28,0.0,9460.0,2118.45248,0,0,0,0,0,0,0,0
527,527,0,19908.0,0.0,12000.0,1933.92,0,0,0,0,0,0,0,0
528,528,0,11029.2,0.0,7398.72,1601.1072,0,0,0,0,0,0,0,0
529,529,0,23520.0,0.0,9000.0,3892.32,0,0,0,0,0,0,0,0
530,530,0,10416.0,384.05,6048.0,2067.406,0,0,0,0,0,0,0,0
531,531,0,19824.0,27.47,14616.0,1532.914,0,0,0,0,0,0,0,0
532,532,0,17304.0,567.76,11760.0,1792.304,0,0,0,0,0,0,0,0
533,533,0,17391.36,686.0,10080.0,3425.34976,0,0,0,0,0,0,0,0
534,534,0,10416.0,384.05,6048.0,2067.406,0,0,0,0,0,0,0,0
535,535,1,2998.8,0.0,2000.0,447.0208,0,0,0,0,0,0,0,0
536,536,0,2998.8,0.0,2000.0,447.0208,0,0,0,0,0,0,0,0
537,537,0,2998.8,0.0,2000.0,447.0208,0,0,0,0,0,0,0,0
538,538,0,9000.0,0.0,3500.0,1219.0,0,0,0,0,0,0,0,0
539,539,0,8999.76,0.0,5040.0,2303.80416,0,0,0,0,0,0,0,0
540,540,0,19798.8,0.0,13500.0,2655.8208,0,0,0,0,0,0,0,0
541,541,0,15849.12,0.0,10240.0,2692.88192,0,0,0,0,0,0,0,0
542,542,0,15849.12,0.0,10240.0,2692.88192,0,0,0,0,0,0,0,0
543,543,0,17304.0,370.81,10920.0,2829.254000000001,0,0,0,0,0,0,0,0
544,544,0,19832.4,0.0,3222.0,517.2856559999999,0,0,0,0,0,0,0,0
545,545,0,15120.0,0.0,10416.0,1921.92,0,0,0,0,0,0,0,0
546,546,0,18480.0,0.0,9450.0,1413.72,0,0,0,0,0,0,0,0
547,547,0,12600.0,0.0,7056.0,3225.6,0,0,0,0,0,0,0,0
548,548,0,23432.64,0.0,12000.0,7121.034240000001,0,0,0,0,0,0,0,0
549,549,0,18480.0,0.0,7500.0,2329.68,0,0,0,0,0,0,0,0
550,550,0,14189.28,686.0,8500.0,2392.45248,0,0,0,0,0,0,0,0
551,551,0,16800.0,0.0,9657.72,1313.44992,0,0,0,0,0,0,0,0
552,552,1,14112.0,0.0,9408.0,2107.3920000000007,0,0,0,0,0,0,0,0
553,553,0,15383.76,686.0,11760.0,107.14816,0,0,0,0,0,0,0,0
554,554,0,15384.84,686.0,12096.0,-227.97056,0,0,0,0,0,0,0,0
555,555,0,17304.0,178.0,11457.6,2484.464,0,0,0,0,0,0,0,0
556,556,1,17298.96,0.0,12440.0,1675.95136,0,0,0,0,0,0,0,0
557,557,0,15679.44,0.0,11760.0,1034.42304,0,0,0,0,0,0,0,0
558,558,0,15383.76,686.0,11760.0,107.14816,0,0,0,0,0,0,0,0
559,559,0,14189.89,686.0,5000.0,2392.95024,0,0,0,0,0,0,0,0
560,560,1,14189.28,686.0,10080.0,812.45248,0,0,0,0,0,0,0,0
561,561,0,14952.0,0.0,4200.0,4850.832,0,0,0,0,0,0,0,0
562,562,0,16941.12,0.0,9500.0,4323.95392,0,0,0,0,0,0,0,0
563,563,0,16941.12,0.0,10500.0,3323.95392,0,0,0,0,0,0,0,0
564,564,0,15383.76,0.0,11760.0,793.14816,0,0,0,0,0,0,0,0
565,565,0,7341.6,0.0,0.0,5990.7456,0,0,0,0,0,0,0,0
566,566,0,12096.0,0.0,7056.0,2814.336,0,0,0,0,0,0,0,0
567,567,0,13440.0,0.0,8400.0,2567.04,0,0,0,0,0,0,0,0
568,568,0,15384.84,0.0,11760.0,794.02944,0,0,0,0,0,0,0,0
569,569,0,21000.0,0.0,4000.0,10136.0,0,0,0,0,0,0,0,0
570,570,0,15120.0,1230.0,17010.0,-17809.08,0,0,0,0,0,0,0,0
571,571,0,11854.84,0.0,4500.0,1798.5494399999998,0,0,0,0,0,0,0,0
572,572,0,4500.0,0.0,1620.0,837.0,0,0,0,0,0,0,0,0
573,573,0,15960.0,0.0,11424.0,1599.36,0,0,0,0,0,0,0,0
574,574,0,14189.89,0.0,9240.0,2338.95024,0,0,0,0,0,0,0,0
575,575,0,17640.0,0.0,12999.84,1394.4,0,0,0,0,0,0,0,0
576,576,0,15120.0,1230.0,20156.85,-23158.725,0,0,0,0,0,0,0,0
577,577,0,14952.0,0.0,3000.0,6950.831999999999,0,0,0,0,0,0,0,0
578,578,0,22512.0,0.0,13000.0,2369.12,0,0,0,0,0,0,0,0
579,579,0,20106.9,0.0,5500.0,7057.2304,0,0,0,0,0,0,0,0
580,580,1,17639.59,0.0,7553.08,1553.66944,0,0,0,0,0,0,0,0
581,581,0,18480.0,0.0,12432.0,2647.68,0,0,0,0,0,0,0,0
582,582,0,4992.62,0.0,1346.1,1718.30292,0,0,0,0,0,0,0,0
583,583,0,21737.43,0.0,10000.0,737.74288,0,0,0,0,0,0,0,0
584,584,0,8919.44,0.0,3524.8,1109.86304,0,0,0,0,0,0,0,0
585,585,0,14736.84,0.0,6000.0,1825.26144,0,0,0,0,0,0,0,0
586,586,0,9375.71,0.0,3524.8,1482.17936,0,0,0,0,0,0,0,0
587,587,0,17300.0,0.0,11240.0,2876.8,0,0,0,0,0,0,0,0
588,588,0,13180.0,0.0,4515.75,2852.3175,0,0,0,0,0,0,0,0
589,589,1,20059.2,0.0,7000.0,1136.688,0,0,0,0,0,0,0,0
590,590,0,13776.0,0.0,9072.0,2169.216,0,0,0,0,0,0,0,0
591,591,0,20059.2,0.0,9240.0,1500.42816,0,0,0,0,0,0,0,0
592,592,0,16800.0,0.0,5102.0,693.872,0,0,0,0,0,0,0,0
593,593,0,18480.0,0.0,7935.61,1187.167256,0,0,0,0,0,0,0,0
594,594,0,25200.0,2053.8,28350.0,-29685.6,0,0,0,0,0,0,0,0
595,595,0,14952.0,0.0,4000.0,5200.832,0,0,0,0,0,0,0,0
596,596,0,12768.0,0.0,4000.0,3418.688,0,0,0,0,0,0,0,0
597,597,1,20000.0,0.0,7000.0,4420.0,0,0,0,0,0,0,0,0
598,598,0,16128.0,0.0,10080.0,3080.448,0,0,0,0,0,0,0,0
599,599,0,20000.0,0.0,8500.0,1870.0,0,0,0,0,0,0,0,0
600,600,0,16800.0,0.0,7500.0,1020.0,0,0,0,0,0,0,0,0
601,601,0,20160.0,0.0,12600.0,3850.56,0,0,0,0,0,0,0,0
602,602,0,19908.0,0.0,7500.0,1208.7,0,0,0,0,0,0,0,0
603,603,1,14189.89,0.0,10416.0,1162.95024,0,0,0,0,0,0,0,0
604,604,0,9408.0,0.0,5544.0,2132.928,0,0,0,0,0,0,0,0
605,605,1,15456.0,0.0,10080.0,2532.096,0,0,0,0,0,0,0,0
606,606,0,19565.28,0.0,13440.0,2525.26848,0,0,0,0,0,0,0,0
607,607,1,20000.0,0.0,8096.8,2555.44,0,0,0,0,0,0,0,0
608,608,0,16800.0,0.0,8600.0,1169.6,0,0,0,0,0,0,0,0
609,609,0,18480.0,1506.12,20790.0,-21769.44,0,0,0,0,0,0,0,0
610,610,0,17576.16,0.0,9240.0,5102.14656,0,0,0,0,0,0,0,0
611,611,0,23520.0,0.0,9000.0,3892.32,0,0,0,0,0,0,0,0
612,612,0,16800.0,0.0,8600.0,1169.6,0,0,0,0,0,0,0,0
613,613,0,14189.89,0.0,10416.0,1162.95024,0,0,0,0,0,0,0,0
614,614,1,20000.0,0.0,9000.0,1020.0,0,0,0,0,0,0,0,0
615,615,0,19488.0,0.0,12096.0,3806.208,0,0,0,0,0,0,0,0
616,616,0,15998.64,0.0,9999.36,3055.53024,0,0,0,0,0,0,0,0
617,617,0,14448.0,0.0,10080.0,1709.568,0,0,0,0,0,0,0,0
618,618,0,14448.0,0.0,10080.0,1709.568,0,0,0,0,0,0,0,0
619,619,1,20000.0,0.0,8096.8,2555.44,0,0,0,0,0,0,0,0
620,620,0,15384.84,0.0,12096.0,458.02944,0,0,0,0,0,0,0,0
621,621,0,25200.0,2053.8,15120.0,3389.4,0,0,0,0,0,0,0,0
622,622,1,13776.0,0.0,9072.0,2169.216,0,0,0,0,0,0,0,0
623,623,0,20000.0,0.0,6500.0,5270.0,0,0,0,0,0,0,0,0
624,624,0,18312.0,0.0,12432.0,2510.592,0,0,0,0,0,0,0,0
625,625,0,13104.0,0.0,8736.0,1956.864,0,0,0,0,0,0,0,0
626,626,1,20059.2,0.0,11000.0,1786.224,0,0,0,0,0,0,0,0
627,627,0,18564.0,0.0,14280.0,868.2239999999998,0,0,0,0,0,0,0,0
628,628,0,13440.0,0.0,9240.0,1727.04,0,0,0,0,0,0,0,0
629,629,0,11256.0,0.0,7224.0,1960.896,0,0,0,0,0,0,0,0
630,630,0,9744.0,0.0,6720.0,1231.104,0,0,0,0,0,0,0,0
631,631,1,13950.0,0.0,9000.0,2383.2,0,0,0,0,0,0,0,0
632,632,1,12264.0,0.0,9240.0,767.424,0,0,0,0,0,0,0,0
633,633,0,14189.89,0.0,8500.0,3078.95024,0,0,0,0,0,0,0,0
634,634,0,13296.0,0.0,5300.0,1839.536,0,0,0,0,0,0,0,0
635,635,0,10259.76,0.0,4200.0,4171.96416,0,0,0,0,0,0,0,0
636,636,1,53760.0,2150.4,33600.0,8117.76,0,0,0,0,0,0,0,0
637,637,0,24766.05,0.0,11000.0,1509.0968,0,0,0,0,0,0,0,0
638,638,0,23520.0,0.0,9000.0,3892.32,0,0,0,0,0,0,0,0
639,639,0,15288.0,0.0,11760.0,715.008,0,0,0,0,0,0,0,0
640,640,0,5779.05,0.0,1809.36,1549.3248,0,0,0,0,0,0,0,0
641,641,0,15384.84,0.0,10080.0,2474.02944,0,0,0,0,0,0,0,0
642,642,0,8064.0,0.0,5208.0,1372.224,0,0,0,0,0,0,0,0
643,643,0,15384.84,0.0,10920.0,1634.02944,0,0,0,0,0,0,0,0
644,644,0,13600.0,0.0,6000.0,897.6,0,0,0,0,0,0,0,0
645,645,0,18480.0,0.0,12096.0,2983.68,0,0,0,0,0,0,0,0
646,646,0,9744.0,0.0,6720.0,1231.104,0,0,0,0,0,0,0,0
647,647,0,13440.0,0.0,8064.0,2903.04,0,0,0,0,0,0,0,0
648,648,0,14196.0,0.0,10920.0,663.936,0,0,0,0,0,0,0,0
649,649,0,16800.0,0.0,7800.0,1060.8,0,0,0,0,0,0,0,0
650,650,0,19908.0,0.0,4818.61,776.5671876,0,0,0,0,0,0,0,0
651,651,0,3108.0,0.0,3800.0,95.608,0,0,0,0,0,0,0,0
652,652,0,15326.82,955.61,4515.75,3648.51262,0,0,0,0,0,0,0,0
653,653,1,14112.0,0.0,8500.0,3015.3920000000007,0,0,0,0,0,0,0,0
654,654,0,17700.0,0.0,7000.0,2543.2,0,0,0,0,0,0,0,0
655,655,0,18564.0,0.0,14280.0,868.2239999999998,0,0,0,0,0,0,0,0
656,656,0,16000.0,0.0,10000.0,3056.0,0,0,0,0,0,0,0,0
657,657,0,15120.0,0.0,10416.0,1921.92,0,0,0,0,0,0,0,0
658,658,0,20832.0,0.0,13000.0,3998.912,0,0,0,0,0,0,0,0
659,659,0,16800.0,0.0,7000.0,952.0,0,0,0,0,0,0,0,0
660,660,0,17136.0,0.0,8000.0,5982.976,0,0,0,0,0,0,0,0
661,661,0,17976.0,0.0,11928.0,2740.416,0,0,0,0,0,0,0,0
662,662,0,15120.0,0.0,4200.0,514.08,0,0,0,0,0,0,0,0
663,663,0,16800.0,0.0,8000.0,1088.0,0,0,0,0,0,0,0,0
664,664,0,16800.0,0.0,2400.0,326.4,0,0,0,0,0,0,0,0
665,665,0,15108.82,0.0,6000.0,2128.79712,0,0,0,0,0,0,0,0
666,666,0,15384.84,0.0,11000.0,1554.02944,0,0,0,0,0,0,0,0
667,667,0,15960.0,0.0,10584.0,2439.36,0,0,0,0,0,0,0,0
668,668,0,16632.0,0.0,12264.0,1307.712,0,0,0,0,0,0,0,0
